type;event_time;carid;car_id;speed;heading;latitude;longitude;altitude;distance_driven;connection_id;lane_index;stopped
VEHICLE_UPDATES;2000000000;!0;veh_0;1.392889276554342;279.8510957796603;52.52682340749316;13.335164927270066;0.0;1.392889276554342;329967780#1;0;false
VEHICLE_UPDATES;3000000000;!0;veh_0;2.233175244822633;279.8510957796531;52.526826384813205;13.335132379069755;0.0;3.626064521376975;329967780#1;0;false
VEHICLE_UPDATES;4000000000;!0;veh_0;3.635260195413139;279.8510957797013;52.526831231405616;13.335079395678772;0.0;7.261324716790114;329967780#1;0;false
VEHICLE_UPDATES;5000000000;!0;veh_0;4.860921548504848;279.8510957797013;52.526837712033924;13.335008548433613;0.0;12.122246265294963;329967780#1;0;false
VEHICLE_UPDATES;5000000000;!1;veh_1;2.460894986113999;1.407907761636662;52.470105853041254;13.319308747859461;0.0;3.831293783790898;-4693230#1;0;false
VEHICLE_UPDATES;6000000000;!0;veh_0;5.894262298825197;279.8510957796603;52.52684557026512;13.334922640366193;0.0;18.01650856412016;329967780#1;0;false
VEHICLE_UPDATES;6000000000;!1;veh_1;3.656463893770706;1.407907761636662;52.47013871333426;13.31930881821526;0.0;7.487757677561603;-4693230#1;0;false
VEHICLE_UPDATES;7000000000;!0;veh_0;7.369203788868617;279.8510957796942;52.526855394800364;13.3348152351869;0.0;25.385712352988776;329967780#1;0;false
VEHICLE_UPDATES;7000000000;!1;veh_1;4.525259846064728;1.407907761657501;52.47017938141355;13.319308905287366;0.0;12.013017523626333;-4693230#1;0;false
VEHICLE_UPDATES;8000000000;!0;veh_0;8.431264578590822;279.8510957796531;52.526866635142405;13.334692350554603;0.0;33.816976931579596;329967780#1;0;false
VEHICLE_UPDATES;8000000000;!1;veh_1;5.443416581663769;1.407907761636662;52.47022830087965;13.31930901002514;0.0;17.4564341052901;-4693230#1;0;false
VEHICLE_UPDATES;8000000000;!2;veh_2;2.222979547921568;100.76411038720033;52.58478451201394;13.33368728018151;0.0;3.388493563863449;4675309#3;0;false
VEHICLE_UPDATES;8000000000;!3;veh_3;1.845579332846683;77.49452752422616;52.461744807191046;13.283481794134563;0.0;2.605657751730178;143722559;0;false
VEHICLE_UPDATES;9000000000;!0;veh_0;8.247308471524343;279.8510957797013;52.526877630114974;13.334572147001648;0.0;42.06428540310394;329967780#1;0;false
VEHICLE_UPDATES;9000000000;!1;veh_1;6.463040298025589;1.407907761636662;52.470286383606414;13.319309134380395;0.0;23.91947440331569;-4693230#1;0;false
VEHICLE_UPDATES;9000000000;!2;veh_2;3.572741613490507;100.7641103872081;52.58477924415759;13.333739293909431;0.0;6.961235177353956;4675309#3;0;false
VEHICLE_UPDATES;9000000000;!3;veh_3;3.013082542398479;77.49452752422616;52.46175129838013;13.283524843436416;0.0;5.618740294128656;143722559;0;false
VEHICLE_UPDATES;9000000000;!4;veh_4;1.84258840943221;346.17370634655947;52.591949369692195;13.311878871543186;0.0;2.736628787533846;-4765946#0;0;false
VEHICLE_UPDATES;10000000000;!0;veh_0;8.740487002527994;279.8510957797013;52.52688928243904;13.334444755366848;0.0;50.80477240563193;329967780#1;0;false
VEHICLE_UPDATES;10000000000;!1;veh_1;6.549006286127725;1.407907761636662;52.470345238900755;13.319309260388298;0.0;30.468480689443417;-4693230#1;0;false
VEHICLE_UPDATES;10000000000;!2;veh_2;5.02541575912619;100.7641103872081;52.58477183435581;13.333812456361075;0.0;11.986650936480148;4675309#3;0;false
VEHICLE_UPDATES;10000000000;!3;veh_3;3.981565056019463;77.49452752423068;52.461759875981066;13.283581729915175;0.0;9.600305350148119;143722559;0;false
VEHICLE_UPDATES;10000000000;!4;veh_4;2.921122014638968;346.1737063465694;52.59197471232404;13.311867590814385;0.0;5.657750802172814;-4765946#0;0;false
VEHICLE_UPDATES;11000000000;!0;veh_0;8.640687449479197;279.8510957796942;52.526900801580595;13.334318818236175;0.0;59.44545985511113;329967780#1;0;false
VEHICLE_UPDATES;11000000000;!1;veh_1;5.592835095321659;4.792601547668145;52.47039532239498;13.319313702336652;0.0;36.06131578476508;-4693230#1;0;false
VEHICLE_UPDATES;11000000000;!2;veh_2;5.997699373285286;100.76411038724127;52.58476299089603;13.333899773760361;0.0;17.984350309765432;4675309#3;0;false
VEHICLE_UPDATES;11000000000;!3;veh_3;5.302474422496744;77.49452752422616;52.4617712992131;13.283657488877987;0.0;14.902779772644864;143722559;0;false
VEHICLE_UPDATES;11000000000;!4;veh_4;3.79428304976318;346.1737063465694;52.592007630193386;13.311852938110398;0.0;9.452033851935994;-4765946#0;0;false
VEHICLE_UPDATES;12000000000;!0;veh_0;8.691334736002796;279.8510957797013;52.526912388105686;13.33419214286296;0.0;68.13679459111394;329967780#1;0;false
VEHICLE_UPDATES;12000000000;!1;veh_1;5.569116595859539;54.97007463485801;52.47042532367005;13.319371807508078;0.0;41.63043238062462;-4693230#1;0;false
VEHICLE_UPDATES;12000000000;!2;veh_2;7.352216303232126;100.7641103872081;52.58475215014616;13.334006810824134;0.0;25.336566612997558;4675309#3;0;false
VEHICLE_UPDATES;12000000000;!3;veh_3;6.554624974611215;83.92794000910587;52.461780428762246;13.283752236374209;0.0;21.457404747256078;143722559;0;false
VEHICLE_UPDATES;12000000000;!4;veh_4;4.975884661311284;346.17370634655947;52.592050799220715;13.311833722281387;0.0;14.42791851324728;-4765946#0;0;false
VEHICLE_UPDATES;13000000000;!0;veh_0;8.475639612057899;279.8510957797013;52.52692368695379;13.334068611164183;0.0;76.61243420317184;329967780#1;0;false
VEHICLE_UPDATES;13000000000;!1;veh_1;5.972393558087658;90.75726730344148;52.47042700035076;13.319459511029734;0.0;47.60282593871228;-4693230#0;0;false
VEHICLE_UPDATES;13000000000;!2;veh_2;7.908176340911787;100.76411038720033;52.58474048953173;13.334121941762067;0.0;33.244742953909345;4675309#3;0;false
VEHICLE_UPDATES;13000000000;!3;veh_3;7.987248132470995;89.9156174696715;52.46178223977442;13.283869742267257;0.0;29.444652879727073;143722559;0;false
VEHICLE_UPDATES;13000000000;!4;veh_4;6.195881715801079;346.1737063465694;52.5921045525087;13.311809795024091;0.0;20.623800229048356;-4765946#0;0;false
VEHICLE_UPDATES;14000000000;!0;veh_0;8.167664827073645;279.8510957796942;52.526934575119164;13.333949568113347;0.0;84.7800990302455;329967780#1;0;false
VEHICLE_UPDATES;14000000000;!1;veh_1;7.24487442402811;91.41903157456508;52.47042690239803;13.319566127403714;0.0;54.84770036274038;-4693230#0;0;false
VEHICLE_UPDATES;14000000000;!2;veh_2;7.85453066915904;100.76411038720033;52.584728907906566;13.334236291643055;0.0;41.099273623068385;4675309#3;0;false
VEHICLE_UPDATES;14000000000;!3;veh_3;8.514199906305581;100.38885781546004;52.46177514707988;13.28399402158849;0.0;37.95885278603266;143722559;0;false
VEHICLE_UPDATES;14000000000;!4;veh_4;6.999481767648831;346.17370634655947;52.59216527754078;13.31178276435183;0.0;27.623281996697187;-4765946#0;0;false
VEHICLE_UPDATES;15000000000;!0;veh_0;8.754302752779518;279.8510957797013;52.52694624518735;13.333821974799946;0.0;93.53440178302502;329967780#1;0;false
VEHICLE_UPDATES;15000000000;!1;veh_1;7.644117072459903;91.41168309013462;52.4704268047064;13.31967861909202;0.0;62.49181743520029;-4693230#0;0;false
VEHICLE_UPDATES;15000000000;!2;veh_2;8.343320264182303;100.76411038720033;52.584716605432156;13.334357757485028;0.0;49.44259388725069;4675309#3;0;false
VEHICLE_UPDATES;15000000000;!3;veh_3;8.78000751834799;101.18618966590455;52.461762149105816;13.284121429694231;0.0;46.738860304380644;143722559;0;false
VEHICLE_UPDATES;15000000000;!4;veh_4;8.176456789893564;346.17370634655947;52.592236213583156;13.311751188328167;0.0;35.79973878659075;-4765946#0;0;false
VEHICLE_UPDATES;16000000000;!0;veh_0;8.799404493409861;279.8510957796942;52.52695797523992;13.33369372406686;0.0;102.33380627643488;329967780#1;0;false
VEHICLE_UPDATES;16000000000;!1;veh_1;7.698796166516967;91.410144000631;52.47042671113591;13.319791915457515;0.0;70.19061360171726;-4693230#0;0;false
VEHICLE_UPDATES;16000000000;!2;veh_2;6.425601185154259;100.7641103872081;52.58470713060635;13.334451304257989;0.0;55.868195072404944;4675309#3;0;false
VEHICLE_UPDATES;16000000000;!3;veh_3;8.839571450415239;104.96603419139683;52.46174345782872;13.284247865679276;0.0;55.57843175479588;143722559;0;false
VEHICLE_UPDATES;16000000000;!4;veh_4;8.370137247658127;346.17370634655947;52.592308829918125;13.311718864236838;0.0;44.16987603424888;-4765946#0;0;false
VEHICLE_UPDATES;17000000000;!0;veh_0;8.258503986282927;279.8510957797013;52.5269689841177;13.33357335686313;0.0;110.59231026271782;329967780#1;0;false
VEHICLE_UPDATES;17000000000;!1;veh_1;7.288700836014595;91.410144000631;52.47042662244965;13.319899176815;0.0;77.47931443773186;-4693230#0;0;false
VEHICLE_UPDATES;17000000000;!2;veh_2;3.062565377884636;100.76411038724906;52.58470261469561;13.33449589043945;0.0;58.930760450289576;4675309#3;0;false
VEHICLE_UPDATES;17000000000;!3;veh_3;8.956702105395667;104.96791605920411;52.46172451730516;13.284375976356847;0.0;64.53513386019155;143722559;0;false
VEHICLE_UPDATES;17000000000;!4;veh_4;7.866417937323709;346.1737063465694;52.59237707615379;13.31168848532678;0.0;52.03629397157259;-4765946#0;0;false
VEHICLE_UPDATES;18000000000;!0;veh_0;8.516358708548546;279.9196372248668;52.52698026860778;13.333449218168546;0.0;119.10866897126637;329967780#1;0;false
VEHICLE_UPDATES;18000000000;!1;veh_1;4.52491755369644;91.410144000631;52.47042656734317;13.31996576602159;0.0;82.0042319914283;-4693230#0;0;false
VEHICLE_UPDATES;18000000000;!2;veh_2;0.009496804678682;100.7641103872081;52.58470260069205;13.334496028698121;0.0;58.94025725496825;4675309#3;0;false
VEHICLE_UPDATES;18000000000;!3;veh_3;9.003887425628196;104.9695508028002;52.461705473473245;13.284504760492093;0.0;73.53902128581974;143722559;0;false
VEHICLE_UPDATES;18000000000;!4;veh_4;8.513016416626774;346.17370634655947;52.592450932036684;13.311655609242823;0.0;60.549310388199366;-4765946#0;0;false
VEHICLE_UPDATES;18000000000;!5;veh_5;2.048276743269525;272.07489041303484;52.52320317383015;13.313111732947974;0.0;3.284705998376012;-4471965#3;0;false
VEHICLE_UPDATES;19000000000;!0;veh_0;8.193253223661054;280.57160095642735;52.52699210525316;13.333330036495354;0.0;127.30192219492741;329967780#1;0;false
VEHICLE_UPDATES;19000000000;!1;veh_1;5.527974619523746;92.97887972746595;52.470425270241016;13.320047063037533;0.0;87.53220661095204;-4693230#0;0;false
VEHICLE_UPDATES;19000000000;!2;veh_2;0.004568398534493;100.76411038724127;52.58470259395571;13.33449609520688;0.0;58.94482565350274;4675309#3;0;false
VEHICLE_UPDATES;19000000000;!3;veh_3;8.515953039503362;104.9695508028002;52.46168746152563;13.284626565519206;0.0;82.0549743253231;143722559;0;false
VEHICLE_UPDATES;19000000000;!4;veh_4;8.340421414229345;346.17370634655947;52.5925232905365;13.311623399586972;0.0;68.88973180242871;-4765946#0;0;false
VEHICLE_UPDATES;19000000000;!5;veh_5;2.934368021960836;272.07489041303404;52.523203512651904;13.313068493167178;0.0;6.219074020336848;-4471965#3;0;false
VEHICLE_UPDATES;19000000000;!6;veh_6;2.764358178887051;203.21111199156257;52.50170653671708;13.424040566292211;0.0;4.26225597539451;-195337818;0;false
VEHICLE_UPDATES;20000000000;!0;veh_0;8.555130636894797;279.87058135265517;52.52700371491411;13.333205398336872;0.0;135.85705283182222;329967780#1;0;false
VEHICLE_UPDATES;20000000000;!1;veh_1;6.69046200723912;131.04649072789596;52.47039714710262;13.320124506462928;0.0;94.22266861819116;-4693230#0;0;false
VEHICLE_UPDATES;20000000000;!2;veh_2;0.002566057497587;100.7641103872081;52.584702590171915;13.334496132564677;0.0;58.94739171100033;4675309#3;0;false
VEHICLE_UPDATES;20000000000;!3;veh_3;8.547171524653383;104.9695508028002;52.46166938342128;13.284748816971998;0.0;90.60214584997648;143722559;0;false
VEHICLE_UPDATES;20000000000;!4;veh_4;8.478457697835543;346.1737063465694;52.592596846578765;13.311590656741048;0.0;77.36818950026425;-4765946#0;0;false
VEHICLE_UPDATES;20000000000;!5;veh_5;3.872131285315845;272.07489041303404;52.52320395972989;13.313011434847251;0.0;10.091205305652693;-4471965#3;0;false
VEHICLE_UPDATES;20000000000;!6;veh_6;3.735077406861819;203.21111199152426;52.501675396848135;13.424019990639062;0.0;7.997333382256329;-195337818;0;false
VEHICLE_UPDATES;20000000000;!7;veh_7;1.956404124910478;25.686964663737832;52.52243865287403;13.45595912899872;0.0;2.784085222345311;593851942#0;0;false
VEHICLE_UPDATES;21000000000;!0;veh_0;8.536641252860614;279.8705813526623;52.52701511984783;13.333080983405939;0.0;144.39369408468283;329967780#1;0;false
VEHICLE_UPDATES;21000000000;!1;veh_1;7.557327329765666;172.57751266665457;52.47033160273904;13.320148810917342;0.0;101.77999594795682;-4693230#0;0;false
VEHICLE_UPDATES;21000000000;!2;veh_2;0.001251745744371;100.7641103872081;52.584702588326145;13.334496150788144;0.0;58.9486434567447;4675309#3;0;false
VEHICLE_UPDATES;21000000000;!3;veh_3;8.365318403215785;104.96955080280559;52.46165168983081;13.284868467258459;0.0;98.96746425319226;143722559;0;false
VEHICLE_UPDATES;21000000000;!4;veh_4;8.248760884039362;346.1737063465694;52.592668409843874;13.311558800850532;0.0;85.6169503843036;-4765946#0;0;false
VEHICLE_UPDATES;21000000000;!5;veh_5;5.094907612132374;272.07489041303404;52.52320454794824;13.312936358138774;0.0;15.186112917785069;-4471965#3;0;false
VEHICLE_UPDATES;21000000000;!6;veh_6;4.742077188100666;203.21111199156257;52.501635861474426;13.42399386770495;0.0;12.739410570356997;-195337818;0;false
VEHICLE_UPDATES;21000000000;!7;veh_7;3.262594848289154;25.6869646637754;52.522465349540965;13.455979039412702;0.0;6.046680070634466;593851942#0;0;false
VEHICLE_UPDATES;21000000000;!8;veh_8;2.1002090164111;214.23459370476562;52.491331156273375;13.3266329073715;0.0;3.222530660801567;-84799534#2;0;false
VEHICLE_UPDATES;21000000000;!9;veh_9;2.416311962006148;230.45509805847877;52.552322145011935;13.355124474952136;0.0;3.559440739103593;377739464#0;0;false
VEHICLE_UPDATES;22000000000;!0;veh_0;8.49773628135929;279.8705813526623;52.52702647267413;13.332957135423612;0.0;152.89143036604213;329967780#1;0;false
VEHICLE_UPDATES;22000000000;!1;veh_1;7.691085871718951;175.07445920903677;52.47026284701509;13.320160244289195;0.0;109.47108181967577;597889486#2;0;false
VEHICLE_UPDATES;22000000000;!10;veh_10;2.240915799164213;10.204471224915974;52.521353174087274;13.429730070022902;0.0;3.687516399775632;281095764;0;false
VEHICLE_UPDATES;22000000000;!2;veh_2;0.000264968333486;100.76411038724127;52.584702587935425;13.33449615464567;0.0;58.94890842507818;4675309#3;0;false
VEHICLE_UPDATES;22000000000;!3;veh_3;8.51246741406823;104.9695508028002;52.461633684878436;13.284990222141403;0.0;107.47993166726049;143722559;0;false
VEHICLE_UPDATES;22000000000;!4;veh_4;8.241007741825447;346.17370634655947;52.59273990583526;13.311526974795761;0.0;93.85795812612905;-4765946#0;0;false
VEHICLE_UPDATES;22000000000;!5;veh_5;6.062497730890755;272.07489041303404;52.5232052478149;13.31284702337245;0.0;21.24861064867582;-4471965#3;0;false
VEHICLE_UPDATES;22000000000;!6;veh_6;5.730029661557637;203.21111199156257;52.50158808939254;13.423962302445945;0.0;18.469440231914632;-195337818;0;false
VEHICLE_UPDATES;22000000000;!7;veh_7;4.341175350593403;25.686964663737832;52.52250087184799;13.456005532043028;0.0;10.387855421227869;593851942#0;0;false
VEHICLE_UPDATES;22000000000;!8;veh_8;3.439405018463731;214.23459370476562;52.49130519901851;13.326605389458322;0.0;6.661935679265298;-84799534#2;0;false
VEHICLE_UPDATES;22000000000;!9;veh_9;3.184618052677251;230.45509805847877;52.552303419405284;13.355088949051051;0.0;6.744058791780844;377739464#0;0;false
VEHICLE_UPDATES;23000000000;!0;veh_0;8.370480384088774;279.87058135262123;52.52703765536151;13.332835142038595;0.0;161.2619107501309;329967780#1;0;false
VEHICLE_UPDATES;23000000000;!1;veh_1;7.787160529175434;178.27380187886683;52.47019306758875;13.320167775589773;0.0;117.25824234885121;597889486#2;0;false
VEHICLE_UPDATES;23000000000;!10;veh_10;3.132437392137945;8.253565132850353;52.521381170405306;13.429734922757115;0.0;6.819953791913576;281095764;0;false
VEHICLE_UPDATES;23000000000;!2;veh_2;0.0;100.76411038724127;52.584702587935425;13.33449615464567;0.0;58.94890842507818;4675309#3;0;false
VEHICLE_UPDATES;23000000000;!3;veh_3;8.479919598539997;104.96955080280559;52.46161574864329;13.285111511392778;0.0;115.95985126580048;143722559;0;false
VEHICLE_UPDATES;23000000000;!4;veh_4;7.881735396332365;346.1737063465492;52.59280828490062;13.311496536120295;0.0;101.73969352246141;-4765946#0;0;false
VEHICLE_UPDATES;23000000000;!5;veh_5;6.383632900982648;272.07489041303484;52.52320598468114;13.31275295647338;0.0;27.63224354965847;-4471965#3;0;false
VEHICLE_UPDATES;23000000000;!6;veh_6;6.519756178662647;203.21111199156257;52.501533733236975;13.423926386868903;0.0;24.98919641057728;-195337818;0;false
VEHICLE_UPDATES;23000000000;!7;veh_7;5.755185579881072;25.22337881968303;52.5225481136311;13.456040110152026;0.0;16.14304100110894;593851942#0;0;false
VEHICLE_UPDATES;23000000000;!8;veh_8;2.537435055455194;214.23459370476562;52.49128604894405;13.32658508802649;0.0;9.199370734720492;-84799534#2;0;false
VEHICLE_UPDATES;23000000000;!9;veh_9;4.228734201751649;230.45509805847877;52.552278554362275;13.35504177559374;0.0;10.972792993532495;377739464#0;0;false
VEHICLE_UPDATES;24000000000;!0;veh_0;8.112239429662191;279.87058135262123;52.52704849292693;13.33271691226254;0.0;169.3741501797931;329967780#1;0;false
VEHICLE_UPDATES;24000000000;!1;veh_1;7.590396665213756;189.8855766534116;52.470125533971895;13.320152592372937;0.0;124.84863901406496;597889486#2;0;false
VEHICLE_UPDATES;24000000000;!10;veh_10;4.169043163012248;7.281786861149804;52.52141843143952;13.42974138139748;0.0;10.988996954925826;281095764;0;false
VEHICLE_UPDATES;24000000000;!2;veh_2;0.0;100.76411038724127;52.584702587935425;13.33449615464567;0.0;58.94890842507818;4675309#3;0;false
VEHICLE_UPDATES;24000000000;!3;veh_3;5.5180592394046;104.9695508028002;52.46160407709647;13.285190436768136;0.0;121.47791050520507;143722559;0;false
VEHICLE_UPDATES;24000000000;!4;veh_4;8.573898235504307;346.17370634655947;52.592882668908004;13.311463424253287;0.0;110.31359175796571;-4765946#0;0;false
VEHICLE_UPDATES;24000000000;!5;veh_5;6.838900452745166;272.07489041303404;52.52320677401615;13.312652180915174;0.0;34.47114400240363;-4471965#3;0;false
VEHICLE_UPDATES;24000000000;!6;veh_6;7.795028413413092;203.21111199157903;52.50146874493728;13.423883446276086;0.0;32.78422482399037;-195337818;0;false
VEHICLE_UPDATES;24000000000;!7;veh_7;7.001079908455722;25.184197479288414;52.52260562745;13.45608200963452;0.0;23.144120909564663;593851942#0;0;false
VEHICLE_UPDATES;24000000000;!8;veh_8;0.377527183038198;214.23459370476562;52.49128319973836;13.32658206752019;0.0;9.576897917758691;-84799534#2;0;false
VEHICLE_UPDATES;24000000000;!9;veh_9;5.060010085115209;230.45509805842005;52.552248801375896;13.354985328945327;0.0;16.032803078647703;377739464#0;0;false
VEHICLE_UPDATES;25000000000;!0;veh_0;8.371322090439685;279.8705813526623;52.52705967649007;13.332594906493618;0.0;177.7454722702328;329967780#1;0;false
VEHICLE_UPDATES;25000000000;!1;veh_1;7.327991280590776;201.0408407358362;52.47006281302668;13.32012024089491;0.0;132.17663029465572;597889486#2;0;false
VEHICLE_UPDATES;25000000000;!10;veh_10;5.32191016303841;7.281786861144525;52.52146599628017;13.429749626062915;0.0;16.310907117964234;281095764;0;false
VEHICLE_UPDATES;25000000000;!11;veh_11;2.668015612754971;259.62045744683115;52.50119714736705;13.522735396213932;0.0;4.114295787527226;-192487131#2;0;false
VEHICLE_UPDATES;25000000000;!2;veh_2;1.067540801537689;100.84961912087482;52.58470094826155;13.334511672008315;0.0;60.01644922661587;4675309#3;0;false
VEHICLE_UPDATES;25000000000;!3;veh_3;6.810429912964672;95.09830516421245;52.461597344950235;13.285289062416245;0.0;128.28834041816975;143722559;0;false
VEHICLE_UPDATES;25000000000;!4;veh_4;7.458845819745463;346.17370634655947;52.59294737911915;13.311434618556662;0.0;117.77243757771117;-4765946#0;0;false
VEHICLE_UPDATES;25000000000;!5;veh_5;6.749504298935663;272.07489041303484;52.523207552949;13.312552722664643;0.0;41.220648301339295;-4471965#3;0;false
VEHICLE_UPDATES;25000000000;!6;veh_6;8.12816269117085;203.21111199152426;52.50140097923178;13.423838670674462;0.0;40.91238751516122;-195337818;0;false
VEHICLE_UPDATES;25000000000;!7;veh_7;7.804544001992326;25.184197479270676;52.522669741703254;13.456128717749866;0.0;30.94866491155699;593851942#0;0;false
VEHICLE_UPDATES;25000000000;!8;veh_8;1.389977210375962;214.20515478949162;52.49127269852388;13.326570980015573;0.0;10.966875128134651;-84799534#2;0;false
VEHICLE_UPDATES;25000000000;!9;veh_9;6.308647341909818;230.4550980584466;52.552211706334084;13.354914953303751;0.0;22.34145042055752;377739464#0;0;false
VEHICLE_UPDATES;26000000000;!0;veh_0;8.7276964194539;279.87058135265517;52.52707133601252;13.33246770677185;0.0;186.4731686896867;329967780#1;0;false
VEHICLE_UPDATES;26000000000;!1;veh_1;7.594394132963043;202.53551661908995;52.469999312455414;13.320079221655048;0.0;139.77102442761878;597889486#2;0;false
VEHICLE_UPDATES;26000000000;!10;veh_10;6.40907318535028;7.281786861103164;52.521523277694136;13.429759554975808;0.0;22.719980303314514;281095764;0;false
VEHICLE_UPDATES;26000000000;!11;veh_11;3.440259695111308;259.62045744678267;52.50119095379347;13.52268574160234;0.0;7.554555482638534;-192487131#2;0;false
VEHICLE_UPDATES;26000000000;!2;veh_2;2.541170161042828;104.12695395282925;52.58469469529876;13.334547735646723;0.0;62.5576193876587;4675309#3;0;false
VEHICLE_UPDATES;26000000000;!3;veh_3;7.827839686857395;36.90095747708259;52.46164154987713;13.285370020173001;0.0;136.11618010502715;143722559;0;false
VEHICLE_UPDATES;26000000000;!4;veh_4;7.78693801169341;340.30557529976977;52.59301341916474;13.311397419265067;0.0;125.5593755894046;-4765946#0;0;false
VEHICLE_UPDATES;26000000000;!5;veh_5;6.56980023146376;272.0748904130765;52.52320831106263;13.312455912466588;0.0;47.790448532803055;-4471965#3;0;false
VEHICLE_UPDATES;26000000000;!6;veh_6;8.653966190152836;203.21111199152426;52.50132882980578;13.423790998728995;0.0;49.56635370531406;-195337818;0;false
VEHICLE_UPDATES;26000000000;!7;veh_7;8.578726558363996;25.184197479232957;52.52274021583788;13.456180059296598;0.0;39.527391469920985;593851942#0;0;false
VEHICLE_UPDATES;26000000000;!8;veh_8;2.399969228194111;210.00180176800697;52.49125301775831;13.326556524749227;0.0;13.366844356328762;-84799534#2;0;false
VEHICLE_UPDATES;26000000000;!9;veh_9;7.731494631094392;230.4550980584466;52.552166244850056;13.354828705358337;0.0;30.072945051651914;377739464#0;0;false
VEHICLE_UPDATES;27000000000;!0;veh_0;8.422721053117607;279.8705813526623;52.527082587981454;13.332344951779467;0.0;194.89588974280431;329967780#1;0;false
VEHICLE_UPDATES;27000000000;!1;veh_1;7.285567126879595;202.90382804290596;52.46993837707762;13.32004009730901;0.0;147.05659155449837;597889486#2;0;false
VEHICLE_UPDATES;27000000000;!10;veh_10;7.698127995303366;7.130763868362485;52.52159208984837;13.429771287357678;0.0;30.41810829861788;281095764;0;false
VEHICLE_UPDATES;27000000000;!11;veh_11;4.378985086048488;259.62045744683115;52.50118307018239;13.52262253802137;0.0;11.933540568687024;-192487131#2;0;false
VEHICLE_UPDATES;27000000000;!12;veh_12;2.203245649463497;178.21496405393736;52.5230249557546;13.314412938938545;0.0;2.964127521612681;4517175;0;false
VEHICLE_UPDATES;27000000000;!13;veh_13;1.961730206909124;319.1754761746683;52.51871584905186;13.440562837131207;0.0;2.735584714449942;44619068#1;0;false
VEHICLE_UPDATES;27000000000;!2;veh_2;3.998230685305316;107.52140296579348;52.58468463523986;13.334604304954361;0.0;66.555850072964;4675309#3;0;false
VEHICLE_UPDATES;27000000000;!3;veh_3;8.60139511373066;15.033998211387999;52.46171594718253;13.285403699951525;0.0;144.71757521875782;22697352#2;0;false
VEHICLE_UPDATES;27000000000;!4;veh_4;7.978916624608091;284.91637585881296;52.59304292227444;13.311297853704723;0.0;133.5382922140127;-4765946#0;0;false
VEHICLE_UPDATES;27000000000;!5;veh_5;6.750694073070791;272.07489041303404;52.523209089967736;13.312356436680753;0.0;54.541142605873844;-4471965#3;0;false
VEHICLE_UPDATES;27000000000;!6;veh_6;4.399153227672411;203.21111199152426;52.50129215339222;13.423766765253026;0.0;53.965506932986465;-195337818;0;false
VEHICLE_UPDATES;27000000000;!7;veh_7;9.919589102442842;25.184197479270676;52.52282170511479;13.456239425775049;0.0;49.44698057236383;593851942#0;0;false
VEHICLE_UPDATES;27000000000;!8;veh_8;3.499693083867912;205.43511116857314;52.49122430726076;13.326535494729473;0.0;16.866537440196673;-84799534#2;0;false
